graduate_id,graduation_year,age_at_graduation,gender,ethnicity,university_tier,major,gpa,internship_count,study_abroad,leadership_roles,industry,job_location,company_size,graduate_degree,technical_skills,remote_work_percent,years_experience,salary_starting,salary_current,job_satisfaction
GRAD_000853,2023,23,Female,Hispanic,Top 50,Marketing,3.56,0,No,2,Government,Denver,Medium,Masters,1.0,40.0,1,74960,92381,5.1
GRAD_000854,2022,20,Female,White,Regional,Business,2.86,0,No,0,Consulting,Los Angeles,Small,None,2.0,60.0,2,93677,102268,8.4
GRAD_000855,2022,21,Male,White,Regional,Business,4.0,1,No,1,Manufacturing,San Francisco,Large,None,2.0,0.0,2,111994,133691,8.7
GRAD_000856,2019,20,Male,White,Top 50,Liberal Arts,3.67,3,,1,Manufacturing,Philadelphia,Startup,None,4.0,0.0,5,61296,89141,8.0
GRAD_000857,2019,23,Male,Asian,Top 50,Finance,3.11,1,Yes,2,Media,Miami,Small,None,3.0,40.0,5,96313,125575,7.1
GRAD_000858,2019,20,Male,White,Regional,Finance,2.63,0,No,2,Real Estate,Philadelphia,Medium,None,4.0,80.0,5,90474,122138,6.2
GRAD_000859,2021,23,Male,White,Top 100,Chemistry,3.08,1,Yes,1,Technology,Phoenix,Large,Masters,2.0,0.0,3,78316,111096,5.4
GRAD_000860,2016,22,Female,Asian,Top 10,Engineering,3.8,0,No,1,Non-profit,Philadelphia,Medium,None,3.0,20.0,8,97422,123678,8.9
GRAD_000861,2022,25,Male,White,Top 10,Economics,3.97,1,Yes,1,Media,Seattle,Small,Masters,1.0,60.0,2,106647,137517,9.9
GRAD_000862,2015,22,Male,White,Regional,Finance,3.22,3,Yes,2,Healthcare,Phoenix,Small,Masters,2.0,40.0,9,73126,142703,8.2
GRAD_000863,2016,23,Female,White,Top 100,Data Science,3.55,3,No,2,Retail,Boston,Medium,None,2.0,20.0,8,103352,152556,6.2
GRAD_000864,2019,23,Male,White,Regional,Chemistry,3.16,2,No,0,Manufacturing,Philadelphia,Large,Masters,1.0,20.0,5,70087,109468,6.6
GRAD_000865,2017,22,Male,White,Top 100,Marketing,3.2,3,Yes,1,Technology,Denver,Startup,Masters,3.0,0.0,7,103071,174089,6.0
GRAD_000866,2018,24,Female,White,Regional,Mathematics,2.99,0,,0,Retail,Phoenix,Medium,None,0.0,40.0,6,49443,57562,5.6
GRAD_000867,2018,23,Male,White,Top 50,Computer Science,3.79,2,No,2,Energy,Phoenix,Medium,None,2.0,0.0,6,118974,152913,7.3
GRAD_000868,2017,23,Male,Asian,Top 10,Psychology,3.05,2,Yes,2,Technology,Boston,Large,None,2.0,20.0,7,123340,201735,4.8
GRAD_000869,2019,21,Male,White,Regional,Engineering,3.44,0,No,2,Non-profit,San Francisco,Small,None,0.0,100.0,5,85382,113786,10.0
GRAD_000870,2020,23,Female,Asian,Top 50,Psychology,3.36,0,No,5,Media,Miami,Small,MD,5.0,0.0,4,54755,112814,6.6
GRAD_000871,2019,23,Female,White,Regional,Finance,4.0,3,Yes,1,Non-profit,Philadelphia,Large,None,2.0,0.0,5,75745,104375,10.0
GRAD_000872,2022,20,Male,White,Top 10,Economics,3.31,4,No,2,Real Estate,Portland,Large,MBA,2.0,100.0,2,108922,154556,5.7
GRAD_000873,2018,22,Female,White,Top 100,Economics,3.12,1,No,3,Non-profit,Washington DC,Medium,None,1.0,60.0,6,75335,95691,6.8
GRAD_000874,2018,20,Female,Hispanic,Regional,Computer Science,3.04,5,No,3,Manufacturing,Austin,Large,Masters,2.0,20.0,6,129373,182155,7.8
GRAD_000875,2020,20,Male,White,Top 10,Engineering,3.62,0,,0,Consulting,Miami,Small,PhD,2.0,20.0,4,139788,208676,5.3
GRAD_000876,2015,22,Female,White,Top 100,Business,4.0,1,No,2,Manufacturing,Austin,Medium,None,2.0,20.0,9,101110,157444,4.2
GRAD_000877,2016,25,Male,Black,Top 100,Chemistry,3.93,2,No,4,Consulting,Atlanta,Fortune 500,None,3.0,40.0,8,102579,167240,8.8
GRAD_000878,2022,25,Male,Asian,Regional,Psychology,3.13,2,No,0,Government,Los Angeles,Large,None,1.0,60.0,2,67581,80342,7.5
GRAD_000879,2019,22,Female,White,Top 50,Economics,3.58,1,No,2,Non-profit,Miami,Small,None,2.0,0.0,5,61160,73295,8.5
GRAD_000880,2015,21,Female,White,Regional,Marketing,2.94,1,No,2,Manufacturing,Boston,Fortune 500,None,,20.0,9,81136,117220,9.9
GRAD_000881,2019,23,Female,Hispanic,Regional,Chemistry,3.29,2,No,1,Manufacturing,Denver,Fortune 500,None,1.0,60.0,5,69819,86256,3.9
GRAD_000882,2019,20,Female,Asian,Top 100,Computer Science,2.82,1,Yes,3,Manufacturing,Dallas,Small,MBA,2.0,40.0,5,87874,149262,9.1
GRAD_000883,2017,21,Male,White,Top 50,Engineering,3.32,3,No,4,Media,Phoenix,Large,None,1.0,100.0,7,90567,133959,7.6
GRAD_000884,2018,21,Male,White,Regional,Economics,2.95,3,No,3,Finance,Boston,Large,Masters,2.0,0.0,6,111975,193733,9.5
GRAD_000885,2017,22,Female,White,Regional,Computer Science,3.28,2,No,3,Media,Seattle,Medium,None,2.0,,7,99857,146423,10.0
GRAD_000886,2019,24,Male,Black,Regional,Computer Science,3.76,1,No,0,Manufacturing,Austin,Small,Masters,2.0,80.0,5,116715,183043,6.2
GRAD_000887,2019,20,Female,Asian,Top 100,Mathematics,3.0,2,Yes,1,Manufacturing,San Francisco,Medium,None,0.0,40.0,5,113042,126030,8.8
GRAD_000888,2020,22,Female,Asian,Top 10,Computer Science,3.16,0,No,3,Manufacturing,Miami,Small,PhD,1.0,60.0,4,141974,200491,5.6
GRAD_000889,2023,23,Male,White,Top 100,Business,3.63,1,No,1,Media,Denver,Large,JD,4.0,20.0,1,81025,124639,7.2
GRAD_000890,2017,22,Other,Other,Regional,Computer Science,3.17,2,Yes,1,Consulting,Dallas,Large,None,0.0,40.0,7,103430,127949,10.0
GRAD_000891,2019,22,Female,White,Top 50,Marketing,2.88,3,No,1,Energy,Denver,Startup,Masters,1.0,0.0,5,99881,152035,6.8
GRAD_000892,2020,23,Female,White,Top 50,Chemistry,3.15,1,No,0,Real Estate,Chicago,Startup,None,5.0,20.0,4,90551,111994,6.7
GRAD_000893,2020,22,Male,Hispanic,Regional,Economics,3.31,1,Yes,1,Manufacturing,Washington DC,Small,Masters,2.0,0.0,4,82093,127244,5.9
GRAD_000894,2021,20,Female,White,Top 50,Liberal Arts,3.52,0,Yes,3,Healthcare,Washington DC,Medium,None,3.0,20.0,3,84920,106585,7.8
GRAD_000895,2017,21,Female,White,Top 50,Communications,2.67,2,Yes,2,Healthcare,Atlanta,Large,MBA,2.0,0.0,7,68497,113235,4.1
GRAD_000896,2021,24,Male,White,Regional,Business,3.5,0,No,2,Healthcare,Miami,Small,None,2.0,0.0,3,66369,83137,6.2
GRAD_000897,2017,20,Male,Other,Top 100,Computer Science,3.37,0,No,0,Real Estate,Washington DC,Medium,None,3.0,20.0,7,122937,183648,6.8
GRAD_000898,2016,22,Male,Asian,Top 100,Psychology,2.56,2,No,1,Healthcare,Washington DC,Large,None,4.0,60.0,8,89339,143144,7.7
GRAD_000899,2022,21,Female,White,Top 100,Chemistry,3.21,0,Yes,1,Government,Philadelphia,Small,None,,60.0,2,57807,63204,4.2
GRAD_000900,2019,23,Male,White,Regional,Computer Science,3.34,1,No,2,Healthcare,Portland,Large,MBA,2.0,80.0,5,103189,185997,7.3
GRAD_000901,2019,22,Male,White,Top 50,Communications,3.0,1,No,2,Retail,New York,Large,Masters,0.0,0.0,5,84978,118398,10.0
GRAD_000902,2023,23,Female,Asian,Top 10,Computer Science,2.93,1,No,1,Government,Philadelphia,Small,None,0.0,0.0,1,127227,129226,8.5
GRAD_000903,2021,23,Female,White,Top 50,Business,3.28,3,No,1,Transportation,New York,Small,None,,20.0,3,103060,119053,7.5
GRAD_000904,2021,21,Female,Other,Top 10,Economics,3.29,2,Yes,0,Non-profit,Phoenix,Startup,None,0.0,20.0,3,70141,76540,8.6
GRAD_000905,2017,20,Female,White,Regional,Finance,2.55,0,No,0,Finance,Boston,Fortune 500,None,4.0,80.0,7,117745,186454,10.0
GRAD_000906,2017,21,Female,White,Regional,Computer Science,3.06,1,No,0,Media,Dallas,Large,None,2.0,20.0,7,90291,123744,5.5
GRAD_000907,2019,20,Male,White,Top 10,Computer Science,3.02,2,No,2,Real Estate,Boston,Fortune 500,None,1.0,20.0,5,172659,237610,3.4
GRAD_000908,2021,20,Female,Hispanic,Top 50,Economics,2.83,5,Yes,4,Education,Seattle,Medium,None,1.0,60.0,3,89604,95029,9.8
GRAD_000909,2019,23,Male,Hispanic,Regional,Engineering,3.6,0,Yes,1,Energy,Austin,Large,None,2.0,60.0,5,96814,120997,5.4
GRAD_000910,2015,25,Female,White,Regional,Biology,3.63,3,No,0,Manufacturing,Denver,Medium,None,2.0,20.0,9,68741,111718,8.6
GRAD_000911,2021,20,Male,White,Top 50,Liberal Arts,2.79,2,No,1,Healthcare,New York,Large,Masters,4.0,20.0,3,90642,126764,3.7
GRAD_000912,2022,20,Male,White,Regional,Liberal Arts,3.24,3,Yes,1,Manufacturing,Boston,Large,None,4.0,,2,70249,88472,5.0
GRAD_000913,2023,22,Female,White,Top 100,Mathematics,3.45,3,No,0,Retail,Dallas,Large,None,2.0,40.0,1,66099,71689,5.2
GRAD_000914,2019,22,Female,White,Regional,Engineering,3.65,1,No,1,Non-profit,Denver,Fortune 500,None,2.0,100.0,5,71032,96275,4.8
GRAD_000915,2017,23,Male,Black,Top 10,Finance,3.61,0,No,0,Finance,Phoenix,Large,None,2.0,40.0,7,100043,137161,8.7
GRAD_000916,2023,22,Male,Hispanic,Regional,Psychology,3.18,2,Yes,1,Education,Portland,Medium,None,6.0,,1,47403,67880,7.9
GRAD_000917,2021,24,Female,White,Top 10,Engineering,3.33,1,No,0,Non-profit,New York,Small,None,0.0,60.0,3,115810,126330,10.0
GRAD_000918,2015,23,Other,White,Regional,Business,3.68,1,No,2,Transportation,Portland,Large,None,0.0,80.0,9,80980,129412,7.8
GRAD_000919,2020,23,Male,Other,Regional,Data Science,3.16,3,No,0,Government,Miami,Fortune 500,MD,2.0,20.0,4,79331,158491,7.0
GRAD_000920,2015,24,Male,White,Top 100,Engineering,2.98,2,No,3,Technology,Seattle,Large,None,2.0,20.0,9,147847,229383,8.8
GRAD_000921,2017,20,Female,White,Top 100,Data Science,3.69,0,No,0,Consulting,Phoenix,Small,None,0.0,40.0,7,105618,159114,5.6
GRAD_000922,2015,23,Male,White,Top 50,Data Science,2.93,2,No,2,Media,New York,Large,None,2.0,40.0,9,117183,214285,6.8
GRAD_000923,2017,23,Male,White,Top 100,Finance,2.7,2,No,3,Consulting,Denver,Fortune 500,None,1.0,60.0,7,111042,142136,7.7
GRAD_000924,2019,21,Female,Asian,Top 100,Business,3.4,1,No,1,Retail,Los Angeles,Small,Masters,1.0,80.0,5,65879,92349,7.5
GRAD_000925,2018,21,Female,White,Top 100,Psychology,3.55,2,No,1,Finance,Portland,Large,None,1.0,40.0,6,84458,113215,9.2
GRAD_000926,2016,22,Male,White,Regional,Mathematics,3.73,0,No,4,Manufacturing,Philadelphia,Small,PhD,3.0,80.0,8,67594,122938,7.7
GRAD_000927,2019,21,Female,Hispanic,Regional,Engineering,3.53,1,Yes,0,Manufacturing,Seattle,Small,MBA,2.0,40.0,5,97821,141953,9.7
GRAD_000928,2021,20,Female,Other,Top 10,Data Science,3.58,3,Yes,3,Media,Philadelphia,Large,MBA,1.0,60.0,3,114451,153075,7.9
GRAD_000929,2015,25,Female,White,Regional,Economics,2.91,1,No,0,Energy,Chicago,Medium,None,0.0,20.0,9,90043,146625,8.2
GRAD_000930,2023,24,Female,Hispanic,Top 50,Liberal Arts,3.43,2,No,1,Non-profit,New York,Large,None,1.0,40.0,1,61454,63240,9.0
GRAD_000931,2021,22,Female,Hispanic,Top 100,Computer Science,3.5,4,No,0,Manufacturing,Miami,Startup,JD,2.0,20.0,3,94831,142637,5.9
GRAD_000932,2020,20,Female,White,Top 100,Computer Science,3.09,1,No,2,Non-profit,New York,Medium,None,2.0,80.0,4,111480,131635,10.0
GRAD_000933,2019,23,Male,White,Top 100,Data Science,3.3,1,No,0,Media,San Francisco,Large,None,1.0,60.0,5,116488,150774,7.7
GRAD_000934,2019,21,Male,Asian,Top 100,Finance,3.71,0,Yes,0,Retail,Denver,Large,None,2.0,40.0,5,91846,125443,4.4
GRAD_000935,2018,22,Female,Black,Top 100,Chemistry,3.61,3,Yes,0,Finance,Philadelphia,Small,None,1.0,0.0,6,81742,101409,6.0
GRAD_000936,2016,25,Male,Hispanic,Top 50,Engineering,3.72,2,No,1,Finance,Austin,Small,Masters,1.0,0.0,8,162336,319525,8.9
GRAD_000937,2015,25,Female,White,Regional,Business,3.12,3,No,1,Finance,Miami,Small,None,2.0,20.0,9,105996,137638,7.1
GRAD_000938,2018,20,Male,White,Top 100,Business,3.84,3,No,1,Energy,San Francisco,Large,MBA,3.0,80.0,6,138748,257977,9.5
GRAD_000939,2021,23,Female,Asian,Top 100,Psychology,3.11,1,Yes,1,Non-profit,Washington DC,Medium,None,3.0,0.0,3,57363,73053,8.0
GRAD_000940,2018,22,Male,White,Top 50,Political Science,2.79,1,No,1,Manufacturing,Washington DC,Small,None,5.0,0.0,6,69985,106026,9.2
GRAD_000941,2022,23,Male,Hispanic,Top 100,Liberal Arts,3.26,1,Yes,1,Transportation,Boston,Small,Masters,1.0,60.0,2,63305,85957,6.3
GRAD_000942,2019,21,Male,White,Top 100,Engineering,3.27,0,No,0,Healthcare,Denver,Small,MBA,3.0,60.0,5,99989,172168,6.4
GRAD_000943,2021,22,Male,White,Top 100,Liberal Arts,3.0,1,No,2,Energy,Phoenix,Large,None,3.0,80.0,3,58855,79847,6.7
GRAD_000944,2019,20,Female,White,Top 100,Data Science,3.44,0,No,2,Technology,Miami,Large,MBA,3.0,0.0,5,130667,205316,5.2
GRAD_000945,2019,24,Male,Hispanic,Top 50,Data Science,4.0,0,,1,Manufacturing,Phoenix,Medium,None,1.0,0.0,5,98314,137121,7.1
GRAD_000946,2017,24,Female,White,Regional,Liberal Arts,3.48,1,Yes,1,Energy,San Francisco,Medium,Masters,0.0,0.0,7,90859,130940,6.9
GRAD_000947,2020,24,Male,Black,Top 50,Economics,3.6,4,No,2,Healthcare,San Francisco,Small,None,2.0,80.0,4,125074,153764,8.8
GRAD_000948,2016,21,Female,White,Top 100,Chemistry,3.56,2,No,0,Retail,Washington DC,Fortune 500,Masters,1.0,20.0,8,67715,123240,8.5
GRAD_000949,2019,22,Male,Hispanic,Top 100,Economics,3.09,2,No,1,Consulting,Dallas,Large,MBA,,60.0,5,99188,171639,7.5
GRAD_000950,2019,25,Female,Hispanic,Regional,Engineering,2.93,0,No,2,Real Estate,Washington DC,Large,None,3.0,20.0,5,97081,128619,6.6
GRAD_000951,2021,21,Male,Hispanic,Regional,Data Science,3.25,1,No,1,Technology,San Francisco,Medium,None,2.0,80.0,3,155874,176476,5.3
GRAD_000952,2019,20,Female,Asian,Regional,Liberal Arts,3.3,4,No,2,Media,Philadelphia,Medium,PhD,2.0,20.0,5,53907,86154,5.7
GRAD_000953,2021,22,Female,White,Regional,Computer Science,3.76,5,No,1,Transportation,Austin,Small,None,0.0,20.0,3,110334,124007,8.9
GRAD_000954,2017,24,Male,White,Regional,Computer Science,3.04,1,No,1,Technology,Chicago,Small,None,2.0,60.0,7,146094,214091,2.9
GRAD_000955,2015,21,Female,Asian,Top 100,Political Science,3.31,2,No,0,Retail,Dallas,Large,None,2.0,100.0,9,49705,77906,5.9
GRAD_000956,2020,25,Male,White,Top 100,Computer Science,3.3,4,Yes,0,Media,Los Angeles,Medium,None,2.0,80.0,4,115277,139747,6.9
GRAD_000957,2019,21,Female,White,Regional,Mathematics,3.2,4,No,1,Transportation,San Francisco,Medium,MBA,1.0,60.0,5,96171,156465,6.4
GRAD_000958,2021,23,Male,White,Regional,Computer Science,3.49,1,No,0,Retail,Atlanta,Small,Masters,4.0,0.0,3,73923,114641,5.9
GRAD_000959,2018,21,Male,White,Regional,Engineering,3.38,1,No,1,Media,Los Angeles,Large,None,3.0,0.0,6,97459,135658,7.2
GRAD_000960,2015,21,Female,Asian,Regional,Liberal Arts,3.78,1,Yes,3,Government,Atlanta,Medium,None,0.0,0.0,9,59156,78142,7.1
GRAD_000961,2021,23,Male,Hispanic,Top 50,Marketing,3.35,2,No,2,Energy,Boston,Fortune 500,MBA,1.0,0.0,3,101079,142203,4.3
GRAD_000962,2023,22,Female,Hispanic,Top 100,Communications,2.62,1,No,3,Manufacturing,Denver,Large,None,6.0,40.0,1,65809,84117,5.2
GRAD_000963,2019,20,Female,White,Top 50,Computer Science,2.94,0,No,0,Technology,Portland,Small,None,0.0,0.0,5,128483,157059,6.4
GRAD_000964,2020,21,Female,White,Top 100,Computer Science,3.11,1,No,1,Media,Washington DC,Large,None,2.0,80.0,4,99734,121701,6.7
GRAD_000965,2020,23,Female,White,Top 50,Biology,2.44,1,No,1,Transportation,Phoenix,Fortune 500,None,2.0,0.0,4,48943,63356,4.8
GRAD_000966,2020,23,Female,Black,Regional,Liberal Arts,2.93,6,No,1,Retail,Los Angeles,Large,None,1.0,60.0,4,58814,74123,4.2
GRAD_000967,2022,23,Female,White,Regional,Political Science,3.64,3,Yes,0,Retail,Denver,Small,None,5.0,40.0,2,61760,81361,6.2
GRAD_000968,2021,21,Male,White,Top 50,Psychology,2.77,3,No,1,Media,Miami,Medium,Masters,,0.0,3,68701,102214,7.8
GRAD_000969,2022,20,Male,White,Top 50,Political Science,3.48,1,No,1,Finance,Portland,Small,Masters,6.0,40.0,2,101226,147141,7.6
GRAD_000970,2016,21,Female,Asian,Top 50,Engineering,2.85,3,No,1,Energy,Washington DC,Large,None,0.0,60.0,8,155968,219656,6.6
GRAD_000971,2016,21,Male,White,Top 100,Mathematics,3.29,1,,4,Real Estate,Atlanta,Medium,None,1.0,80.0,8,76758,123617,9.9
GRAD_000972,2021,22,Male,White,Regional,Liberal Arts,3.3,3,No,0,Healthcare,Boston,Large,None,1.0,40.0,3,86667,99620,5.1
GRAD_000973,2020,20,Male,White,Top 100,Business,3.39,1,No,0,Manufacturing,Seattle,Large,None,3.0,0.0,4,92767,123774,8.3
GRAD_000974,2022,24,Male,White,Top 100,Liberal Arts,2.79,2,Yes,1,Technology,Phoenix,Fortune 500,None,2.0,0.0,2,66098,80773,4.5
GRAD_000975,2016,23,Female,Hispanic,Top 10,Computer Science,3.65,0,No,1,Transportation,Portland,Small,None,4.0,80.0,8,132634,204446,10.0
GRAD_000976,2020,21,Male,White,Top 100,Computer Science,3.14,0,No,1,Real Estate,Chicago,Large,None,1.0,40.0,4,102068,133186,6.3
GRAD_000977,2019,22,Female,Asian,Top 100,Biology,2.98,0,Yes,2,Technology,Denver,Large,JD,0.0,60.0,5,75010,111013,3.3
GRAD_000978,2022,21,Male,Black,Regional,Liberal Arts,3.46,1,No,3,Non-profit,Denver,Medium,None,3.0,20.0,2,43485,56798,4.6
GRAD_000979,2017,22,Male,White,Top 50,Business,3.29,1,No,2,Finance,Portland,Startup,PhD,3.0,60.0,7,112106,202052,8.7
GRAD_000980,2018,21,Male,White,Regional,Engineering,3.05,3,,0,Transportation,Phoenix,Small,None,2.0,0.0,6,78314,100109,6.7
GRAD_000981,2016,25,Female,White,Regional,Economics,3.16,0,Yes,1,Manufacturing,Chicago,Fortune 500,MBA,3.0,0.0,8,76242,141502,6.5
GRAD_000982,2019,20,Female,Black,Regional,Economics,2.3,0,No,1,Consulting,Chicago,Fortune 500,None,2.0,40.0,5,77305,94507,5.6
GRAD_000983,2023,20,Male,White,Top 100,Business,3.23,2,No,1,Consulting,Denver,Large,None,5.0,0.0,1,106818,126442,4.8
GRAD_000984,2021,22,Male,White,Top 10,Engineering,3.15,0,No,0,Real Estate,Philadelphia,Medium,None,2.0,0.0,3,101677,119713,8.4
GRAD_000985,2021,22,Female,Asian,Top 50,Chemistry,3.14,0,,0,Healthcare,Los Angeles,Fortune 500,None,1.0,20.0,3,98533,108119,6.3
GRAD_000986,2016,22,Female,White,Regional,Computer Science,3.03,2,No,0,Government,Chicago,Large,Masters,2.0,0.0,8,111350,199860,7.2
GRAD_000987,2019,23,Male,Hispanic,Regional,Computer Science,3.52,3,No,0,Consulting,Los Angeles,Large,None,0.0,80.0,5,145087,194500,3.8
GRAD_000988,2022,23,Female,Hispanic,Top 50,Business,3.45,1,No,3,Media,Chicago,Fortune 500,PhD,3.0,0.0,2,81903,106619,6.4
GRAD_000989,2022,21,Male,Other,Top 100,Liberal Arts,3.4,0,No,1,Transportation,Austin,Fortune 500,Masters,1.0,80.0,2,59132,78799,5.7
GRAD_000990,2023,24,Male,White,Top 10,Business,2.93,4,No,0,Technology,San Francisco,Large,None,2.0,40.0,1,192786,209751,7.5
GRAD_000991,2020,23,Female,White,Top 100,Computer Science,3.07,2,No,2,Retail,New York,Fortune 500,Masters,0.0,0.0,4,109820,155805,5.9
GRAD_000992,2015,24,Female,Black,Regional,Business,2.32,0,No,3,Energy,Washington DC,Medium,None,0.0,0.0,9,71667,90429,3.4
GRAD_000993,2023,22,Female,Other,Top 100,Communications,3.45,4,No,1,Media,New York,Fortune 500,None,1.0,40.0,1,71297,71835,2.0
GRAD_000994,2023,24,Male,White,Regional,Engineering,3.77,0,Yes,3,Non-profit,Boston,Small,None,1.0,20.0,1,77715,83955,4.3
GRAD_000995,2023,20,Female,White,Regional,Business,2.57,0,No,2,Education,Austin,Large,JD,4.0,20.0,1,69427,102926,7.3
GRAD_000996,2022,21,Female,White,Top 50,Communications,3.65,3,No,0,Real Estate,Denver,Startup,None,1.0,80.0,2,78670,86307,6.5
GRAD_000997,2017,21,Female,Hispanic,Top 100,Biology,3.71,2,No,0,Government,New York,Large,None,1.0,20.0,7,99593,144616,6.8
GRAD_000998,2016,23,Female,Hispanic,Regional,Finance,2.98,2,No,0,Non-profit,Boston,Medium,MD,1.0,40.0,8,70804,158885,8.7
GRAD_000999,2021,21,Female,White,Regional,Biology,4.0,1,No,1,Consulting,Miami,Medium,None,0.0,100.0,3,74654,84960,4.2
GRAD_001000,2016,23,Female,White,Top 50,Chemistry,2.97,2,No,2,Education,Phoenix,Small,None,3.0,20.0,8,53468,73994,3.6
GRAD_001001,2023,23,Female,White,Regional,Computer Science,3.13,0,Yes,0,Retail,Chicago,Large,None,1.0,0.0,1,82441,84615,6.6
GRAD_001002,2019,21,Female,White,Regional,Data Science,3.21,1,Yes,1,Consulting,Philadelphia,Small,MBA,5.0,80.0,5,124415,196640,8.3
GRAD_001003,2015,22,Male,White,Top 10,Biology,3.48,3,No,3,Manufacturing,Austin,Large,None,0.0,20.0,9,93643,157652,6.3
GRAD_001004,2016,22,Male,White,Top 100,Engineering,3.01,2,No,0,Real Estate,Boston,Large,JD,4.0,100.0,8,119460,229752,5.7
GRAD_001005,2018,22,Male,White,Top 50,Engineering,3.13,0,No,0,Non-profit,Washington DC,Large,None,1.0,60.0,6,86993,108524,8.8
GRAD_001006,2021,23,Female,White,Regional,Chemistry,2.83,0,Yes,1,Energy,San Francisco,Small,None,2.0,0.0,3,104577,123544,8.3
GRAD_001007,2021,22,Female,White,Top 10,Computer Science,3.34,1,No,1,Finance,San Francisco,Small,MBA,1.0,0.0,3,226588,311874,7.4
GRAD_001008,2017,20,Female,Hispanic,Top 100,Psychology,3.77,4,No,2,Retail,Austin,Small,Masters,3.0,0.0,7,75990,121384,5.4
GRAD_001009,2021,23,Male,Asian,Top 100,Engineering,3.23,0,No,1,Healthcare,Denver,Medium,Masters,3.0,0.0,3,118283,162834,6.7
GRAD_001010,2015,24,Female,Hispanic,Regional,Liberal Arts,3.54,2,Yes,3,Government,Dallas,Medium,None,0.0,20.0,9,48095,67993,5.1
GRAD_001011,2016,20,Male,Asian,Regional,Political Science,3.17,2,No,0,Manufacturing,Boston,Small,PhD,3.0,0.0,8,62423,134244,6.6
GRAD_001012,2020,22,Female,Asian,Regional,Mathematics,3.83,1,No,3,Retail,Seattle,Large,None,2.0,0.0,4,87491,98935,6.8
GRAD_001013,2021,21,Male,White,Regional,Economics,3.32,1,No,0,Manufacturing,Austin,Small,Masters,2.0,20.0,3,72508,106687,7.4
GRAD_001014,2023,24,Other,White,Regional,Economics,2.93,0,Yes,3,Manufacturing,Chicago,Startup,None,3.0,0.0,1,86024,99324,6.3
GRAD_001015,2019,24,Female,Other,Top 50,Liberal Arts,3.33,0,No,1,Government,Washington DC,Small,None,3.0,80.0,5,62015,80346,4.2
GRAD_001016,2016,21,Female,White,Regional,Chemistry,3.22,0,Yes,1,Non-profit,New York,Medium,None,1.0,40.0,8,60258,83211,6.9
GRAD_001017,2023,20,Male,White,Regional,Engineering,3.22,0,No,1,Non-profit,San Francisco,Startup,Masters,4.0,20.0,1,87708,119809,8.0
GRAD_001018,2019,22,Female,White,Regional,Computer Science,3.44,3,No,0,Non-profit,San Francisco,Large,None,4.0,0.0,5,94308,116554,6.6
GRAD_001019,2019,20,Male,Black,Top 100,Chemistry,2.76,1,No,1,Retail,Austin,Large,None,4.0,0.0,5,61744,91401,4.8
GRAD_001020,2022,23,Male,White,Regional,Data Science,3.23,1,No,1,Healthcare,New York,Large,MD,2.0,0.0,2,149600,245761,8.1
GRAD_001021,2020,22,Female,White,Top 50,Political Science,3.68,1,No,1,Non-profit,Dallas,Medium,Masters,3.0,60.0,4,46359,66674,5.9
GRAD_001022,2018,24,Male,Asian,Top 100,Computer Science,3.76,0,Yes,1,Technology,Phoenix,Medium,None,1.0,80.0,6,139305,186830,8.9
GRAD_001023,2020,24,Male,Other,Regional,Political Science,3.04,3,Yes,3,Real Estate,Chicago,Startup,Masters,1.0,40.0,4,73635,99490,6.9
GRAD_001024,2021,24,Male,White,Regional,Communications,2.72,3,Yes,0,Real Estate,Dallas,Large,Masters,1.0,40.0,3,67659,93082,4.0
GRAD_001025,2023,23,Female,White,Regional,Business,3.83,2,No,0,Consulting,Washington DC,Medium,MBA,2.0,0.0,1,95463,127055,6.2
GRAD_001026,2017,21,Male,Other,Top 50,Chemistry,2.98,2,No,0,Healthcare,Denver,Medium,None,0.0,0.0,7,104463,147197,5.3
GRAD_001027,2020,20,Female,White,Regional,Data Science,3.15,3,No,0,Energy,New York,Medium,None,2.0,0.0,4,133646,153738,8.8
GRAD_001028,2023,23,Male,White,Regional,Business,3.01,0,Yes,1,Retail,Phoenix,Large,None,,0.0,1,59195,65209,4.3
GRAD_001029,2015,23,Male,White,Top 50,Economics,3.27,0,Yes,1,Retail,Los Angeles,Large,None,2.0,80.0,9,96908,145631,6.7
GRAD_001030,2017,22,Male,White,Top 100,Finance,3.09,2,Yes,1,Non-profit,Austin,Fortune 500,None,1.0,60.0,7,73071,97304,8.6
GRAD_001031,2018,20,Male,White,Regional,Finance,3.59,2,No,2,Media,Atlanta,Fortune 500,None,3.0,0.0,6,77489,103705,7.8
GRAD_001032,2021,21,Male,Asian,Regional,Data Science,3.55,2,No,0,Real Estate,Dallas,Medium,None,2.0,20.0,3,82241,99217,5.6
GRAD_001033,2022,22,Male,Asian,Top 100,Communications,2.84,0,Yes,0,Real Estate,Portland,Large,None,2.0,0.0,2,58616,70789,6.7
GRAD_001034,2017,21,Male,Asian,Top 100,Computer Science,2.76,3,No,1,Government,Phoenix,Large,Masters,5.0,60.0,7,103401,196331,5.7
GRAD_001035,2017,21,Male,White,Top 10,Economics,2.9,1,No,2,Energy,Dallas,Large,MBA,3.0,100.0,7,122077,235884,10.0
GRAD_001036,2022,21,Male,Other,Top 100,Finance,3.07,2,No,0,Media,New York,Small,PhD,0.0,0.0,2,121902,157537,6.0
