campaign_id,campaign_date,platform,ad_type,target_audience,industry_vertical,campaign_duration_days,device_type,geographic_region,seasonality,creative_score,ad_spend,impressions,clicks,conversions,revenue_generated
CAMP_00779,2022-06-10 22:08:31.302260452,LinkedIn,Social,45-54,Retail,30,Desktop,Latin America,Q2,62.013860319880195,12940.28,1220146,34604,1967,96535.52
CAMP_00780,2022-06-11 03:06:22.396479296,Instagram,Display,25-34,Travel,60,Mobile,North America,Q2,67.6302490200216,304973.18,35129794,928465,54755,3081020.52
CAMP_00781,2022-06-11 08:04:13.490698140,LinkedIn,Search,55+,Retail,60,Desktop,North America,Q2,43.63219490546025,8958.19,776422,19121,1184,82920.35
CAMP_00782,2022-06-11 13:02:04.584916984,Instagram,Search,35-44,Entertainment,7,Mobile,Asia,Q2,37.274596210624864,6651.57,614823,17028,427,30110.68
CAMP_00783,2022-06-11 17:59:55.679135828,Facebook,Search,55+,Technology,7,Mobile,North America,Q2,42.28256771218997,9137.35,940690,17525,1218,41052.7
CAMP_00784,2022-06-11 22:57:46.773354672,Facebook,Video,45-54,Finance,30,Tablet,North America,Q2,49.35363717075266,34562.98,4236021,116771,3783,229515.59
CAMP_00785,2022-06-12 03:55:37.867573516,Google,Video,45-54,Healthcare,30,Mobile,Europe,Q2,55.41437235885178,25006.12,3274301,59625,3779,106151.0
CAMP_00786,2022-06-12 08:53:28.961792360,TikTok,Native,18-24,Finance,7,Desktop,North America,Q2,80.74550761279642,2475.13,231635,4000,200,8617.45
CAMP_00787,2022-06-12 13:51:20.056011202,Instagram,Display,25-34,Technology,30,Mobile,North America,Q2,61.74682912050096,4949.86,450469,12478,836,161366.88
CAMP_00788,2022-06-12 18:49:11.150230046,Facebook,Social,18-24,Technology,30,Mobile,Other,Q2,69.6919420501717,1783.97,215443,4964,319,27139.0
CAMP_00789,2022-06-12 23:47:02.244448890,Facebook,Native,45-54,Technology,14,Desktop,North America,Q2,62.83202025160264,32721.01,3427548,74302,5728,366525.64
CAMP_00790,2022-06-13 04:44:53.338667734,TikTok,Display,25-34,Travel,60,Mobile,Latin America,Q2,37.69131492942448,8314.95,698817,10428,219,13672.14
CAMP_00791,2022-06-13 09:42:44.432886578,Google,Display,45-54,Entertainment,7,Desktop,North America,Q2,60.34539052011298,7260.93,794538,19226,1711,59790.07
CAMP_00792,2022-06-13 14:40:35.527105422,Instagram,Search,25-34,Finance,30,Mobile,Asia,Q2,62.615642203830724,18935.14,2202927,62466,1912,94560.13
CAMP_00793,2022-06-13 19:38:26.621324266,Instagram,Native,45-54,Retail,30,Mobile,Europe,Q2,75.19846442682615,26264.25,2906629,83435,4085,516776.29
CAMP_00794,2022-06-14 00:36:17.715543110,Instagram,Native,18-24,Education,14,Desktop,North America,Q2,38.628238607130704,1415.73,161737,2021,82,896.7
CAMP_00795,2022-06-14 05:34:08.809761954,Google,Search,25-34,Retail,30,Mobile,Asia,Q2,19.191782697032792,2858.66,312533,8532,409,31006.64
CAMP_00796,2022-06-14 10:31:59.903980796,Twitter,Social,25-34,Technology,30,Mobile,Latin America,Q2,63.525276303409946,49608.54,3716169,105118,3676,152779.02
CAMP_00797,2022-06-14 15:29:50.998199640,TikTok,Video,25-34,Technology,60,Desktop,North America,Q2,67.07700003176761,14350.18,1407349,43369,1289,93872.99
CAMP_00798,2022-06-14 20:27:42.092418484,Instagram,Native,25-34,Education,14,Mobile,Asia,Q2,56.41230387365904,5614.79,575538,13482,616,30933.71
CAMP_00799,2022-06-15 01:25:33.186637328,LinkedIn,Native,45-54,Retail,30,Mobile,Europe,Q2,60.56041801453582,18473.61,1534195,26931,1417,77629.51
CAMP_00800,2022-06-15 06:23:24.280856172,TikTok,Display,18-24,Retail,30,Desktop,Asia,Q2,77.5754475716561,2730.7,231789,4303,356,20254.32
CAMP_00801,2022-06-15 11:21:15.375075016,LinkedIn,Display,25-34,Finance,30,Desktop,Asia,Q2,50.82388846944983,29056.51,2466986,50547,1806,64085.54
CAMP_00802,2022-06-15 16:19:06.469293860,Google,Video,45-54,Technology,60,Mobile,North America,Q2,54.42718315682842,2949.44,285544,6386,490,9115.72
CAMP_00803,2022-06-15 21:16:57.563512704,Instagram,Display,18-24,Healthcare,7,Mobile,North America,Q2,61.58072889227664,7531.42,653844,9101,483,32561.22
CAMP_00804,2022-06-16 02:14:48.657731546,Instagram,Social,55+,Finance,14,Desktop,Europe,Q2,35.60370641661315,530.39,63600,1014,31,1475.62
CAMP_00805,2022-06-16 07:12:39.751950390,Facebook,Display,55+,Finance,30,Mobile,Latin America,Q2,56.962055499044915,23861.47,2836940,48459,1458,105098.67
CAMP_00806,2022-06-16 12:10:30.846169234,LinkedIn,Video,18-24,Retail,7,Mobile,North America,Q2,58.72513365331588,7172.96,593647,11185,302,40848.6
CAMP_00807,2022-06-16 17:08:21.940388078,TikTok,Display,25-34,Retail,60,Tablet,Europe,Q2,92.74084428640549,4222.21,381867,10553,423,47345.96
CAMP_00808,2022-06-16 22:06:13.034606922,TikTok,Native,25-34,Education,30,Mobile,North America,Q2,54.037686847430784,35492.66,3969340,117726,7620,506263.58
CAMP_00809,2022-06-17 03:04:04.128825766,Facebook,Search,45-54,Education,14,Desktop,Asia,Q2,64.00022479888935,1096.02,129444,4805,156,4904.44
CAMP_00810,2022-06-17 08:01:55.223044610,Google,Search,35-44,Technology,60,Desktop,Europe,Q2,78.37235210779485,8903.96,897108,27512,1873,157823.33
CAMP_00811,2022-06-17 12:59:46.317263454,TikTok,Display,35-44,Retail,14,Desktop,Asia,Q2,43.25030549379144,903.15,69347,961,51,1261.63
CAMP_00812,2022-06-17 17:57:37.411482298,Twitter,Native,45-54,Retail,30,Desktop,Latin America,Q2,87.51480773752333,14545.42,1106502,31638,1686,54481.75
CAMP_00813,2022-06-17 22:55:28.505701140,Google,Social,18-24,Healthcare,7,Mobile,North America,Q2,95.27740464114555,10437.97,1227951,37642,4708,210350.32
CAMP_00814,2022-06-18 03:53:19.599919984,TikTok,Display,45-54,Entertainment,14,Mobile,North America,Q2,59.422074247026494,984.57,82912,2039,93,7003.23
CAMP_00815,2022-06-18 08:51:10.694138828,Twitter,Video,45-54,Technology,7,Desktop,Other,Q2,49.2114787708124,2918.59,252153,4492,176,3026.63
CAMP_00816,2022-06-18 13:49:01.788357672,Instagram,Video,35-44,Entertainment,30,Mobile,North America,Q2,92.54238848780776,412717.41,43089951,1553916,139677,3551471.96
CAMP_00817,2022-06-18 18:46:52.882576516,Instagram,Video,45-54,Entertainment,14,Desktop,Asia,Q2,75.91261745536296,3327.67,349912,11729,558,24341.26
CAMP_00818,2022-06-18 23:44:43.976795360,Facebook,Search,45-54,Travel,14,Mobile,Asia,Q2,61.639384093276725,52948.23,6501269,211039,16452,1073253.37
CAMP_00819,2022-06-19 04:42:35.071014204,Google,Native,25-34,Retail,14,Desktop,Asia,Q2,88.53687639231404,2037.04,232549,6603,279,4730.21
CAMP_00820,2022-06-19 09:40:26.165233048,Facebook,Search,25-34,Retail,14,Mobile,North America,Q2,86.41984377098639,236194.8,29601758,1532153,154756,4339736.61
CAMP_00821,2022-06-19 14:38:17.259451892,Twitter,Social,35-44,Retail,60,Mobile,North America,Q2,53.27486092083554,31354.88,2769043,44108,1748,128791.46
CAMP_00822,2022-06-19 19:36:08.353670734,Google,Search,18-24,Education,7,Mobile,Asia,Q2,64.974597065983,7885.24,921915,30650,2440,129844.63
CAMP_00823,2022-06-20 00:33:59.447889578,Facebook,Social,55+,Entertainment,60,Desktop,North America,Q2,71.53584975851912,3437.25,395495,6593,431,84314.56
CAMP_00824,2022-06-20 05:31:50.542108422,Facebook,Social,18-24,Healthcare,30,Mobile,Asia,Q2,60.574600597757026,31526.48,2841398,47200,2392,158930.64
CAMP_00825,2022-06-20 10:29:41.636327266,Instagram,Display,35-44,Retail,30,Desktop,Europe,Q2,32.18258818191439,21313.19,2413975,43441,2233,114581.71
CAMP_00826,2022-06-20 15:27:32.730546110,TikTok,Display,35-44,Technology,14,Mobile,North America,Q2,41.23480992603507,31660.76,3375192,48976,1958,87954.01
CAMP_00827,2022-06-20 20:25:23.824764954,Facebook,Search,18-24,Technology,90,Mobile,North America,Q2,32.834744290795456,1420.47,127022,1766,116,3163.17
CAMP_00828,2022-06-21 01:23:14.918983798,Facebook,Video,55+,Healthcare,14,Desktop,Latin America,Q2,69.85848606048008,37313.58,3525704,52872,2548,75358.84
CAMP_00829,2022-06-21 06:21:06.013202642,LinkedIn,Display,45-54,Technology,30,Mobile,Europe,Q2,36.312953657525114,21379.19,1601654,27829,1103,61316.58
CAMP_00830,2022-06-21 11:18:57.107421484,Facebook,Search,35-44,Retail,90,Mobile,Europe,Q2,63.8483614163486,25762.92,2364675,62080,2523,163384.46
CAMP_00831,2022-06-21 16:16:48.201640328,Google,Native,25-34,Entertainment,60,Mobile,Latin America,Q2,96.63807652550315,50811.7,5404639,227433,23952,1886231.25
CAMP_00832,2022-06-21 21:14:39.295859172,Facebook,Search,18-24,Technology,30,Desktop,Asia,Q2,88.55540369824293,4887.9,568806,22725,2301,67773.91
CAMP_00833,2022-06-22 02:12:30.390078016,Google,Social,25-34,Finance,90,Tablet,Other,Q2,23.251667061320425,6380.1,708945,14494,853,52277.36
CAMP_00834,2022-06-22 07:10:21.484296860,Google,Search,25-34,Retail,30,Mobile,North America,Q2,34.42597058457987,7484.51,771074,24851,1220,105573.73
CAMP_00835,2022-06-22 12:08:12.578515704,Instagram,Social,35-44,Education,14,Mobile,Asia,Q2,44.469671516402826,11196.04,962431,20893,833,60272.11
CAMP_00836,2022-06-22 17:06:03.672734548,Facebook,Search,55+,Healthcare,14,Mobile,North America,Q2,36.619526215612645,7972.67,907829,18895,1056,75991.62
CAMP_00837,2022-06-22 22:03:54.766953392,TikTok,Social,35-44,Travel,14,Desktop,Asia,Q2,26.92371245356533,7354.65,604552,7434,198,3590.73
CAMP_00838,2022-06-23 03:01:45.861172236,Facebook,Search,45-54,Finance,14,Mobile,Latin America,Q2,59.78319320549519,74157.54,7259257,155430,9607,655131.92
CAMP_00839,2022-06-23 07:59:36.955391078,Instagram,Search,35-44,Travel,30,Desktop,North America,Q2,74.10201098833127,51139.16,5896384,157297,14533,199619.7
CAMP_00840,2022-06-23 12:57:28.049609922,Instagram,Search,35-44,Education,30,Mobile,Europe,Q2,79.08068077445775,1350.39,124992,5683,402,30485.52
CAMP_00841,2022-06-23 17:55:19.143828766,Google,Search,45-54,Healthcare,7,Desktop,Asia,Q2,50.51047658512381,22854.03,3168584,96207,4564,377680.3
CAMP_00842,2022-06-23 22:53:10.238047610,LinkedIn,Video,35-44,Travel,60,Mobile,North America,Q2,54.56192599368817,28696.69,2252992,45483,1410,21859.99
CAMP_00843,2022-06-24 03:51:01.332266454,Google,Video,45-54,Technology,14,Tablet,Asia,Q2,67.11354490249511,14219.26,1468361,42497,3365,104647.96
CAMP_00844,2022-06-24 08:48:52.426485298,TikTok,Video,25-34,Technology,90,Mobile,North America,Q2,57.83028876321702,14712.72,1258264,40775,1711,18812.43
CAMP_00845,2022-06-24 13:46:43.520704142,Google,Social,18-24,Retail,90,Mobile,Latin America,Q2,76.21213552191604,11137.13,1321906,38012,2284,85952.93
CAMP_00846,2022-06-24 18:44:34.614922986,Facebook,Display,45-54,Healthcare,60,Desktop,North America,Q2,68.60729725669027,13545.17,1379455,35541,2983,51507.44
CAMP_00847,2022-06-24 23:42:25.709141830,Google,Display,35-44,Entertainment,60,Desktop,Europe,Q2,52.473911529719416,54290.57,5473908,122533,10470,883931.46
CAMP_00848,2022-06-25 04:40:16.803360672,TikTok,Social,45-54,Entertainment,14,Mobile,North America,Q2,22.867273766931135,2859.34,222890,3573,159,3664.63
CAMP_00849,2022-06-25 09:38:07.897579516,Instagram,Display,55+,Retail,30,Tablet,North America,Q2,89.98063210963987,358.34,35276,726,52,2994.12
CAMP_00850,2022-06-25 14:35:58.991798360,Instagram,Search,18-24,Finance,14,Mobile,Europe,Q2,46.278354211113566,31278.41,2526229,40563,1910,55852.72
CAMP_00851,2022-06-25 19:33:50.086017204,Google,Display,35-44,Retail,14,Mobile,Europe,Q2,67.15117291460521,30677.07,3459225,87546,8971,699991.55
CAMP_00852,2022-06-26 00:31:41.180236048,LinkedIn,Native,25-34,Entertainment,30,Mobile,North America,Q2,21.66816662561805,579823.01,46915495,887104,32869,2145071.25
CAMP_00853,2022-06-26 05:29:32.274454892,Google,Social,35-44,Retail,7,Mobile,Latin America,Q2,59.773668332283904,3112.25,311185,8534,755,31689.96
CAMP_00854,2022-06-26 10:27:23.368673736,Twitter,Social,45-54,Travel,90,Desktop,North America,Q2,62.00523921724398,1164.89,99105,1654,58,2148.38
CAMP_00855,2022-06-26 15:25:14.462892580,Google,Search,25-34,Technology,60,Mobile,Asia,Q2,62.97204145095324,905.73,110461,4888,174,11218.75
CAMP_00856,2022-06-26 20:23:05.557111422,Google,Social,35-44,Technology,14,Mobile,Europe,Q2,100.0,6793.74,953654,34215,3463,119458.61
CAMP_00857,2022-06-27 01:20:56.651330266,Google,Video,45-54,Education,30,Mobile,Europe,Q2,47.37763252413134,17364.43,2032449,32555,1507,109765.48
CAMP_00858,2022-06-27 06:18:47.745549110,Instagram,Video,18-24,Finance,14,Mobile,North America,Q2,76.41328453913385,346972.99,40535551,850712,30897,1803901.98
CAMP_00859,2022-06-27 11:16:38.839767954,Instagram,Video,45-54,Retail,60,Tablet,Europe,Q2,70.46464904418754,18254.68,1570989,33176,1589,124384.84
CAMP_00860,2022-06-27 16:14:29.933986798,Google,Search,35-44,Finance,30,Desktop,Europe,Q2,46.427220146648274,17670.12,2004168,63936,4827,334690.6
CAMP_00861,2022-06-27 21:12:21.028205642,Twitter,Search,55+,Retail,14,Mobile,North America,Q2,76.1133880636186,5716.56,542809,11406,509,23039.22
CAMP_00862,2022-06-28 02:10:12.122424486,Facebook,Search,25-34,Travel,14,Mobile,North America,Q2,56.71358126138395,2147.46,248648,10033,311,24555.4
CAMP_00863,2022-06-28 07:08:03.216643330,Instagram,Video,18-24,Healthcare,14,Tablet,North America,Q2,77.50486435153438,8586.68,806663,14875,870,64667.93
CAMP_00864,2022-06-28 12:05:54.310862174,Facebook,Search,35-44,Technology,90,Mobile,North America,Q2,99.21925246843429,5035.87,580652,30084,1534,131483.05
CAMP_00865,2022-06-28 17:03:45.405081016,Facebook,Social,18-24,Healthcare,7,Mobile,North America,Q2,63.015977812681996,5289.27,609974,11385,685,46340.16
CAMP_00866,2022-06-28 22:01:36.499299860,Instagram,Search,55+,Retail,7,Mobile,North America,Q2,54.37749541863098,15125.29,1354283,26156,1077,47717.77
CAMP_00867,2022-06-29 02:59:27.593518704,Google,Social,18-24,Entertainment,60,Mobile,Asia,Q2,81.03112367620827,21181.27,2547933,51214,3476,183021.0
CAMP_00868,2022-06-29 07:57:18.687737548,Google,Display,45-54,Travel,60,Desktop,North America,Q2,87.93306331868683,3070.23,400790,9813,707,58864.29
CAMP_00869,2022-06-29 12:55:09.781956392,Twitter,Social,35-44,Education,60,Desktop,North America,Q2,42.334849212159014,6216.63,498895,9018,427,22492.95
CAMP_00870,2022-06-29 17:53:00.876175236,TikTok,Search,25-34,Technology,30,Tablet,North America,Q2,50.94085820923849,4849.7,482446,13273,537,14121.02
CAMP_00871,2022-06-29 22:50:51.970394080,Facebook,Display,18-24,Technology,30,Mobile,Europe,Q2,73.50846543682523,2349.33,277806,5605,245,16965.8
CAMP_00872,2022-06-30 03:48:43.064612924,Facebook,Display,35-44,Retail,30,Mobile,North America,Q2,57.359359791705614,70781.98,7155896,165629,6836,264808.95
CAMP_00873,2022-06-30 08:46:34.158831768,Instagram,Search,35-44,Entertainment,7,Tablet,Asia,Q2,40.91335974026426,64846.59,6381108,124228,6403,212675.8
CAMP_00874,2022-06-30 13:44:25.253050610,Facebook,Social,25-34,Healthcare,30,Desktop,Asia,Q2,70.8138965579079,3351.46,413226,9497,891,41424.81
CAMP_00875,2022-06-30 18:42:16.347269454,Google,Search,55+,Finance,7,Desktop,Europe,Q2,73.42979431413545,9957.74,1104287,28495,2623,47124.39
CAMP_00876,2022-06-30 23:40:07.441488298,Google,Display,25-34,Travel,14,Mobile,North America,Q2,53.312284882060496,2642.32,320880,5116,269,17795.04
CAMP_00877,2022-07-01 04:37:58.535707142,LinkedIn,Social,25-34,Retail,60,Desktop,Europe,Q3,61.22697530662474,1332.83,140693,4094,167,10788.6
CAMP_00878,2022-07-01 09:35:49.629925986,LinkedIn,Search,35-44,Retail,14,Mobile,North America,Q3,48.46853862107762,8368.14,645733,19881,933,22120.44
CAMP_00879,2022-07-01 14:33:40.724144830,Google,Search,18-24,Retail,60,Mobile,Latin America,Q3,38.09525148176055,502.1,68321,1068,79,5849.51
CAMP_00880,2022-07-01 19:31:31.818363674,Google,Search,55+,Technology,14,Desktop,Asia,Q3,50.05870786743627,21861.46,2374225,55785,3144,120272.37
CAMP_00881,2022-07-02 00:29:22.912582518,Google,Display,25-34,Retail,14,Desktop,Europe,Q3,61.478647003518134,31437.72,3993488,78389,4115,163257.37
CAMP_00882,2022-07-02 05:27:14.006801360,LinkedIn,Search,18-24,Finance,30,Desktop,Other,Q3,30.49821557061407,17851.89,1288495,17581,807,137418.34
CAMP_00883,2022-07-02 10:25:05.101020204,Google,Display,25-34,Technology,30,Desktop,Europe,Q3,51.51974137495682,83902.4,8560076,235742,7665,535212.0
CAMP_00884,2022-07-02 15:22:56.195239048,Google,Native,35-44,Retail,30,Mobile,North America,Q3,61.756602611854774,4825.08,487157,11288,975,72779.12
CAMP_00885,2022-07-02 20:20:47.289457892,Twitter,Search,35-44,Entertainment,60,Mobile,North America,Q3,83.89319820249735,11177.44,768775,23001,766,27121.85
CAMP_00886,2022-07-03 01:18:38.383676736,Google,Search,35-44,Technology,7,Desktop,Europe,Q3,53.74815290398938,10055.88,1188175,30116,2103,89905.29
CAMP_00887,2022-07-03 06:16:29.477895580,LinkedIn,Search,18-24,Entertainment,60,Mobile,Latin America,Q3,35.081952997815556,11084.82,1059599,24360,1309,31222.07
CAMP_00888,2022-07-03 11:14:20.572114424,Google,Native,25-34,Technology,7,Mobile,Latin America,Q3,55.80679974604542,2121.52,227663,6859,561,40647.79
CAMP_00889,2022-07-03 16:12:11.666333268,Google,Social,45-54,Finance,60,Mobile,Europe,Q3,48.6686139181982,23234.5,2389865,42916,2150,109497.91
CAMP_00890,2022-07-03 21:10:02.760552112,Google,Search,18-24,Travel,14,Mobile,North America,Q3,71.04357110114726,4000.31,472319,13808,918,62227.68
CAMP_00891,2022-07-04 02:07:53.854770954,LinkedIn,Social,45-54,Retail,60,Tablet,Asia,Q3,53.241893472755415,6912.6,659333,13903,361,3473.08
CAMP_00892,2022-07-04 07:05:44.948989798,Twitter,Search,18-24,Finance,30,Mobile,Asia,Q3,5.788667568414581,73034.38,6221078,81611,1141,66533.83
CAMP_00893,2022-07-04 12:03:36.043208642,Twitter,Search,45-54,Education,7,Mobile,Europe,Q3,100.0,4734.86,364022,18067,938,54708.03
CAMP_00894,2022-07-04 17:01:27.137427486,Facebook,Display,25-34,Healthcare,60,Desktop,Europe,Q3,62.847265831818596,53358.08,6363353,144216,6259,304361.77
CAMP_00895,2022-07-04 21:59:18.231646330,LinkedIn,Search,35-44,Technology,14,Mobile,Asia,Q3,61.78383020617158,1422.18,112265,2783,142,7829.02
CAMP_00896,2022-07-05 02:57:09.325865174,Google,Display,25-34,Finance,14,Tablet,Latin America,Q3,29.17180056005936,11385.8,1235804,25591,736,61339.39
CAMP_00897,2022-07-05 07:55:00.420084018,Facebook,Native,18-24,Entertainment,60,Mobile,Asia,Q3,30.708614680767763,27525.3,2433223,25392,1250,16465.57
CAMP_00898,2022-07-05 12:52:51.514302862,Twitter,Display,25-34,Education,7,Desktop,North America,Q3,58.16102084653935,1804.87,142480,2990,168,7124.49
CAMP_00899,2022-07-05 17:50:42.608521706,Google,Native,18-24,Retail,14,Mobile,North America,Q3,66.7234266462328,4872.21,631966,9354,545,25127.99
CAMP_00900,2022-07-05 22:48:33.702740548,Google,Search,25-34,Retail,30,Mobile,Latin America,Q3,74.04228278353504,521.31,65677,1926,183,15439.37
CAMP_00901,2022-07-06 03:46:24.796959392,Google,Search,35-44,Technology,60,Mobile,Asia,Q3,64.7487531463652,61122.56,8351446,193539,10202,455078.46
CAMP_00902,2022-07-06 08:44:15.891178236,Google,Search,35-44,Technology,7,Mobile,North America,Q3,36.28115593663731,888.5,115420,2232,136,25720.12
CAMP_00903,2022-07-06 13:42:06.985397080,Google,Video,45-54,Technology,30,Desktop,Europe,Q3,9.91066781839902,4546.69,472767,6709,201,13423.63
CAMP_00904,2022-07-06 18:39:58.079615924,Instagram,Display,35-44,Technology,30,Mobile,Latin America,Q3,57.9955530124359,411.1,35829,927,62,1176.97
CAMP_00905,2022-07-06 23:37:49.173834768,Facebook,Video,35-44,Retail,60,Desktop,Latin America,Q3,49.32050658781744,3219.32,299902,5757,460,13485.43
CAMP_00906,2022-07-07 04:35:40.268053612,Twitter,Search,25-34,Retail,60,Mobile,Asia,Q3,34.7485655177543,33931.35,3217740,66710,2789,150613.53
CAMP_00907,2022-07-07 09:33:31.362272456,Twitter,Search,35-44,Travel,30,Desktop,North America,Q3,76.56116448211252,1011.81,84977,2888,79,3467.55
CAMP_00908,2022-07-07 14:31:22.456491298,Facebook,Social,25-34,Retail,30,Desktop,Asia,Q3,28.488465016400234,660.31,70418,1169,41,2752.96
CAMP_00909,2022-07-07 19:29:13.550710142,Facebook,Display,45-54,Technology,14,Mobile,North America,Q3,72.33937678913165,18652.54,2263477,42420,1717,31925.19
CAMP_00910,2022-07-08 00:27:04.644928986,Facebook,Display,25-34,Technology,7,Mobile,Latin America,Q3,31.79724049965037,22340.7,2931388,63448,2949,152070.83
CAMP_00911,2022-07-08 05:24:55.739147830,Instagram,Search,18-24,Travel,30,Desktop,North America,Q3,62.68177371166662,30848.45,2558775,79809,5132,497671.5
CAMP_00912,2022-07-08 10:22:46.833366674,Facebook,Native,35-44,Entertainment,90,Mobile,Asia,Q3,78.67948644037244,27500.46,3037927,66429,3080,632650.03
CAMP_00913,2022-07-08 15:20:37.927585518,Instagram,Social,25-34,Entertainment,30,Mobile,Europe,Q3,53.241333687954516,6386.3,563468,15980,995,52910.7
CAMP_00914,2022-07-08 20:18:29.021804362,Facebook,Search,45-54,Retail,7,Desktop,Asia,Q3,93.79839669013643,3682.06,419875,14823,1332,84858.38
CAMP_00915,2022-07-09 01:16:20.116023206,Instagram,Search,45-54,Education,14,Tablet,Europe,Q3,98.35772651187008,1110642.67,114834125,5163162,374751,11311237.59
CAMP_00916,2022-07-09 06:14:11.210242050,Facebook,Video,18-24,Finance,30,Desktop,North America,Q3,64.74350000039311,20355.51,1905962,35256,1113,77800.7
CAMP_00917,2022-07-09 11:12:02.304460892,Facebook,Native,18-24,Technology,30,Desktop,Asia,Q3,70.82770741180546,157.43,19229,374,33,3807.1
CAMP_00918,2022-07-09 16:09:53.398679736,TikTok,Search,35-44,Healthcare,30,Mobile,North America,Q3,81.21417732633039,5679.51,633207,16800,932,41817.66
CAMP_00919,2022-07-09 21:07:44.492898580,LinkedIn,Display,35-44,Education,30,Tablet,North America,Q3,70.88852744970978,21851.57,2310518,66889,3269,180799.52
CAMP_00920,2022-07-10 02:05:35.587117424,Google,Search,25-34,Entertainment,14,Mobile,Other,Q3,68.74486435197088,4476.92,506202,14182,1179,26275.86
CAMP_00921,2022-07-10 07:03:26.681336268,Twitter,Video,45-54,Education,60,Mobile,Europe,Q3,49.518611944478245,12484.67,929355,17928,1001,60337.82
CAMP_00922,2022-07-10 12:01:17.775555112,Instagram,Native,35-44,Travel,30,Tablet,Asia,Q3,26.252876496445758,8468.74,941550,14022,311,33082.53
CAMP_00923,2022-07-10 16:59:08.869773956,Twitter,Display,25-34,Technology,14,Mobile,Europe,Q3,32.198091735010465,6826.94,598292,11709,413,20150.08
CAMP_00924,2022-07-10 21:56:59.963992800,Twitter,Search,18-24,Finance,14,Mobile,Asia,Q3,100.0,136198.46,12702908,376894,27444,1640069.4
CAMP_00925,2022-07-11 02:54:51.058211644,Facebook,Display,45-54,Retail,60,Desktop,Asia,Q3,66.44917915610002,538.81,56539,985,45,3587.75
CAMP_00926,2022-07-11 07:52:42.152430486,Google,Social,25-34,Education,60,Mobile,Asia,Q3,55.086330372173364,9214.95,969502,21339,1820,168973.76
CAMP_00927,2022-07-11 12:50:33.246649330,Facebook,Social,45-54,Retail,14,Mobile,Other,Q3,85.26654518235819,4326.84,398964,13980,1445,33401.71
CAMP_00928,2022-07-11 17:48:24.340868174,Instagram,Search,25-34,Education,7,Mobile,Europe,Q3,45.010840542763404,661.25,78539,2927,130,10331.37
CAMP_00929,2022-07-11 22:46:15.435087018,Instagram,Search,35-44,Technology,7,Mobile,Asia,Q3,71.66216534826376,1997.05,229083,7858,710,8565.04
CAMP_00930,2022-07-12 03:44:06.529305862,Facebook,Social,45-54,Technology,14,Tablet,Asia,Q3,61.54384067120076,5844.9,640811,16166,521,11971.61
CAMP_00931,2022-07-12 08:41:57.623524706,Google,Video,45-54,Retail,30,Mobile,North America,Q3,69.20055002207205,14618.44,1841632,53942,3458,199471.44
CAMP_00932,2022-07-12 13:39:48.717743550,Twitter,Display,25-34,Technology,30,Mobile,Europe,Q3,53.27180261412287,9746.02,860645,23309,1119,60855.86
CAMP_00933,2022-07-12 18:37:39.811962394,TikTok,Display,25-34,Education,30,Mobile,Other,Q3,40.706113854192395,8366.37,923003,22900,868,31943.51
CAMP_00934,2022-07-12 23:35:30.906181236,Instagram,Native,45-54,Retail,30,Desktop,North America,Q3,43.54257853720716,1626.9,138198,3023,202,2278.87
CAMP_00935,2022-07-13 04:33:22.000400080,Google,Display,25-34,Finance,7,Desktop,North America,Q3,44.32231595479405,6993.16,696528,11546,426,15826.07
CAMP_00936,2022-07-13 09:31:13.094618924,Facebook,Social,25-34,Retail,7,Mobile,Europe,Q3,59.94059375355689,61126.13,5722529,188830,16630,477749.31
CAMP_00937,2022-07-13 14:29:04.188837768,Google,Search,55+,Technology,14,Mobile,North America,Q3,28.877296390521142,1552.14,160820,2379,163,13481.76
CAMP_00938,2022-07-13 19:26:55.283056612,TikTok,Display,25-34,Retail,7,Desktop,Latin America,Q3,35.05142769955815,12526.52,1283180,26694,1045,54017.2
CAMP_00939,2022-07-14 00:24:46.377275456,Google,Display,18-24,Technology,7,Mobile,North America,Q3,62.710485950584044,4010.95,428347,9993,564,26756.47
CAMP_00940,2022-07-14 05:22:37.471494300,Instagram,Display,18-24,Education,30,Mobile,North America,Q3,57.4464991117217,12129.92,1111547,14602,555,14220.64
CAMP_00941,2022-07-14 10:20:28.565713144,Facebook,Search,35-44,Finance,60,Mobile,Asia,Q3,63.80463068513397,2634.01,236646,9373,739,9887.26
CAMP_00942,2022-07-14 15:18:19.659931988,Instagram,Display,35-44,Technology,30,Mobile,North America,Q3,59.099129313337826,12270.24,1099096,28191,991,50438.28
CAMP_00943,2022-07-14 20:16:10.754150830,LinkedIn,Video,25-34,Healthcare,60,Tablet,Asia,Q3,100.0,26247.79,2283862,79152,6265,74040.75
CAMP_00944,2022-07-15 01:14:01.848369674,Twitter,Social,25-34,Retail,30,Desktop,Asia,Q3,62.53476867981747,57240.53,4359271,107191,5112,308107.84
CAMP_00945,2022-07-15 06:11:52.942588518,Google,Native,25-34,Technology,30,Desktop,Asia,Q3,52.418407010254484,26589.9,3595304,68422,2658,151592.17
CAMP_00946,2022-07-15 11:09:44.036807362,Google,Display,35-44,Healthcare,14,Desktop,Asia,Q3,62.022635707230194,9283.86,900048,25164,1645,91123.49
